Picture,Noise,Filter,MSE⬇️,RASE⬇️,UQI⬆️,PSNR⬆️,SSIM⬆️,SCC⬆️
sky,gaussian_noise,My Filter,18.33293914794922,222.1811625245498,0.9990117896689742,35.49848263968471,0.9223639170930458,0.5555484066830347
sky,gaussian_noise,Median Filter,63.75081125895182,384.70062795584244,0.9946123012901656,30.085946451259268,0.8379398687910112,0.13870959025221333
sky,poisson_noise,My Filter,43.36490122477213,355.7492625639744,0.9956935786973734,31.759419993629542,0.9200014665100801,0.5551739507904181
sky,poisson_noise,Median Filter,86.33378346761067,481.4471477079923,0.9922364994758978,28.768995871396438,0.8365429550902493,0.13822271073688597
sky,speckle_noise,My Filter,18.33293914794922,222.1811625245498,0.9990117896689742,35.49848263968471,0.9223639170930458,0.5555484066830347
sky,speckle_noise,Median Filter,63.75081125895182,384.70062795584244,0.9946123012901656,30.085946451259268,0.8379398687910112,0.13870959025221333
sky,sp_noise,My Filter,939.962973276774,1672.203521652294,0.9435098610950371,18.399696145217167,0.2811291801151763,0.10513821740075635
sky,sp_noise,Median Filter,105.16541798909505,524.3329116374857,0.9916835425448616,27.912074085557414,0.7613504535051535,0.09901818216985409
